student_id,branch,cgpa,coding_score,aptitude_score,communication_score,projects,internships,cgpa_band,coding_score_band,aptitude_score_band,communication_score_band,technical_skill_count,skill_gap_count,missing_skills
S0536,CSE,6.8,79.42,71.41,77.86,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S0537,ME,6.79,67.66,79.52,89.24,3,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Excel; Cybersecurity
S0538,IT,6.02,55.89,72.88,75.07,0,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Excel; Cloud; Cybersecurity
S0539,ECE,7.03,70.76,68.63,91.47,1,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,2,5,Python; Excel; Power BI; Cloud; Cybersecurity
S0540,CSE,8.25,84.59,90.26,96.0,0,0,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,5. 90 – 100,4,3,SQL; Power BI; Cybersecurity
S0541,IT,8.26,83.44,97.0,84.45,2,1,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,4. 80 – 89,3,4,Python; Power BI; Cloud; Cybersecurity
S0542,IT,7.54,85.85,66.23,61.11,0,2,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,2. 50 – 64,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0543,CSE,8.52,83.51,84.69,84.83,1,4,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,4. 80 – 89,5,2,DSA; Cloud
S0544,ME,8.1,57.76,68.49,85.05,2,0,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0545,ECE,6.54,55.84,45.21,95.79,0,1,2. 6.0 – 6.99,2. 50 – 64,1. < 50,5. 90 – 100,0,7,Python; SQL; Excel; Power BI; DSA; Cloud; Cybersecurity
S0546,CSE,7.05,62.85,76.62,79.67,2,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,1,6,SQL; Excel; Power BI; DSA; Cloud; Cybersecurity
S0547,ECE,8.57,70.35,90.87,66.55,1,1,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0548,IT,7.0,81.51,68.34,87.79,3,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S0549,ECE,7.39,87.61,69.0,82.22,5,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,3,4,SQL; Power BI; DSA; Cloud
S0550,EEE,6.86,59.63,77.36,73.1,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Excel; Cloud; Cybersecurity
S0551,CSE,6.48,71.45,50.24,68.82,3,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0552,IT,6.33,70.48,97.0,94.97,1,1,2. 6.0 – 6.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,4,3,Python; DSA; Cybersecurity
S0553,ECE,8.57,85.95,76.44,81.9,4,2,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0554,IT,7.99,76.77,65.56,67.04,1,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,SQL; Cloud
S0555,IT,5.15,79.51,65.07,62.5,1,1,1. < 6.0,3. 65 – 79,3. 65 – 79,2. 50 – 64,7,0,None
S0556,CSE,7.32,73.07,60.73,96.0,4,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,SQL; Power BI; Cybersecurity
S0557,IT,7.5,55.12,79.51,85.22,1,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,5,2,DSA; Cybersecurity
S0558,CSE,6.97,74.04,52.85,75.37,0,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0559,CSE,7.99,73.22,71.57,96.0,1,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Python; Cybersecurity
S0560,ECE,7.41,83.28,77.59,92.81,2,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0561,ECE,7.71,69.56,62.8,57.76,2,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,3,4,Python; DSA; Cloud; Cybersecurity
S0562,CSE,8.48,60.29,76.17,85.13,0,1,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0563,CSE,6.99,70.45,66.99,81.45,1,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,SQL; Power BI; Cloud; Cybersecurity
S0564,CSE,7.19,75.73,75.97,75.65,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Excel; Cybersecurity
S0565,CSE,8.49,56.81,58.78,67.97,1,1,4. 8.0 – 8.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0566,ECE,6.92,63.57,58.96,76.05,2,0,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0567,IT,8.22,88.31,80.73,96.0,0,0,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,5. 90 – 100,3,4,Python; Excel; Cloud; Cybersecurity
S0568,EEE,7.66,44.28,82.47,89.86,2,3,3. 7.0 – 7.99,1. < 50,4. 80 – 89,4. 80 – 89,2,5,Python; SQL; Power BI; DSA; Cybersecurity
S0569,CSE,6.63,80.8,70.89,74.47,2,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S0570,IT,7.79,75.25,63.77,96.0,2,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,DSA; Cybersecurity
S0571,CSE,9.02,98.5,74.23,69.16,3,3,5. 9.0 – 10.0,5. 90 – 100,3. 65 – 79,3. 65 – 79,5,2,Excel; Cloud
S0572,IT,7.2,91.5,77.8,85.65,2,0,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0573,CSE,7.0,60.0,64.52,96.0,0,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0574,EEE,8.63,81.16,91.42,86.71,2,1,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,4. 80 – 89,6,1,Cloud
S0575,CSE,6.79,69.53,76.14,81.15,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0576,ECE,6.27,68.08,77.99,83.52,4,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0577,EEE,9.31,73.06,88.96,80.51,3,0,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S0578,IT,7.4,69.72,66.78,62.34,3,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,3,4,SQL; Excel; Power BI; Cloud
S0579,CE,6.46,55.47,68.73,64.81,1,4,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0580,CSE,7.16,58.35,58.65,79.76,1,2,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,5,2,DSA; Cloud
S0581,CE,7.7,70.82,94.72,89.57,4,0,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,4,3,Excel; Cloud; Cybersecurity
S0582,CSE,7.33,74.37,78.35,76.35,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,Python; SQL; Cloud; Cybersecurity
S0583,CSE,7.64,60.86,62.18,96.0,2,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0584,CSE,7.88,60.66,51.11,81.68,2,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,4,3,Excel; Power BI; Cybersecurity
S0585,ECE,7.17,77.41,72.72,90.58,0,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,1,6,SQL; Excel; Power BI; DSA; Cloud; Cybersecurity
S0586,IT,6.86,61.89,64.61,74.84,2,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,5,2,Cloud; Cybersecurity
S0587,ECE,6.32,91.77,72.28,85.89,7,1,2. 6.0 – 6.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,1,6,Python; Excel; Power BI; DSA; Cloud; Cybersecurity
S0588,IT,6.99,68.09,71.21,78.97,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,SQL; Cybersecurity
S0589,CSE,7.87,68.78,78.52,79.47,1,3,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0590,CSE,6.93,88.52,49.19,70.81,2,0,2. 6.0 – 6.99,4. 80 – 89,1. < 50,3. 65 – 79,6,1,Cybersecurity
S0591,ECE,5.75,65.63,61.97,95.36,2,1,1. < 6.0,3. 65 – 79,2. 50 – 64,5. 90 – 100,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0592,CSE,7.35,94.56,82.65,79.33,2,0,3. 7.0 – 7.99,5. 90 – 100,4. 80 – 89,3. 65 – 79,3,4,SQL; Excel; Power BI; Cloud
S0593,CSE,7.03,72.14,86.35,73.34,0,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0594,ECE,7.71,77.41,66.47,95.07,2,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Python; SQL; Power BI; Cybersecurity
S0595,ECE,8.85,79.07,72.35,54.53,3,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,3,4,SQL; Power BI; Cloud; Cybersecurity
S0596,IT,6.42,71.47,78.88,80.92,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0597,CSE,6.11,67.11,48.69,82.94,2,0,2. 6.0 – 6.99,3. 65 – 79,1. < 50,4. 80 – 89,4,3,Excel; Power BI; Cybersecurity
S0598,CSE,6.96,68.81,61.82,78.38,2,2,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,6,1,Cloud
S0599,CE,6.4,72.92,61.39,82.15,3,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0600,IT,7.22,61.42,64.38,77.46,2,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,5,2,Power BI; Cybersecurity
S0601,CSE,7.12,72.84,78.23,90.48,2,3,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Cloud; Cybersecurity
S0602,IT,8.7,72.12,91.91,96.0,2,0,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,5,2,DSA; Cybersecurity
S0603,CSE,5.23,51.3,66.48,73.62,2,4,1. < 6.0,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0604,CSE,8.94,69.26,87.16,65.42,1,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,SQL; Power BI; Cloud
S0605,EEE,7.56,69.81,76.68,96.0,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0606,IT,6.4,56.65,73.3,82.34,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0607,IT,5.86,74.36,60.98,91.85,3,2,1. < 6.0,3. 65 – 79,2. 50 – 64,5. 90 – 100,6,1,Cybersecurity
S0608,CSE,7.44,77.97,73.57,64.23,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,6,1,Cloud
S0609,CSE,6.25,70.15,63.88,96.0,5,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,Python; Cloud
S0610,IT,7.74,68.7,65.98,87.0,1,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0611,ME,4.57,43.67,49.91,90.62,1,0,1. < 6.0,1. < 50,1. < 50,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0612,ME,6.7,47.64,71.45,83.56,0,0,2. 6.0 – 6.99,1. < 50,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0613,IT,7.57,75.37,61.04,82.97,0,2,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,SQL; Power BI; Cloud
S0614,CSE,6.66,74.33,65.79,79.36,2,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Power BI; Cybersecurity
S0615,IT,8.25,75.69,73.28,96.0,2,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Cloud; Cybersecurity
S0616,IT,8.19,68.5,83.91,94.87,2,2,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,5,2,Power BI; DSA
S0617,CSE,7.04,73.03,76.65,68.91,3,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,SQL; Power BI; Cybersecurity
S0618,ECE,7.09,51.08,68.27,96.0,2,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,3,4,SQL; Excel; Power BI; Cybersecurity
S0619,IT,8.14,65.42,67.07,91.85,1,3,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0620,CSE,8.52,85.36,64.7,78.41,1,4,4. 8.0 – 8.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,5,2,Excel; Cybersecurity
S0621,IT,8.88,84.87,92.54,96.0,2,0,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,5. 90 – 100,6,1,Power BI
S0622,CSE,8.42,86.61,86.47,64.21,1,1,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,2. 50 – 64,4,3,SQL; Cloud; Cybersecurity
S0623,CSE,7.37,72.3,59.42,93.17,1,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Excel; Cloud; Cybersecurity
S0624,CSE,8.25,90.1,79.28,90.3,2,0,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,3,4,Python; SQL; Power BI; Cybersecurity
S0625,CE,7.47,56.97,71.77,77.34,2,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,SQL; Power BI
S0626,EEE,6.58,55.83,88.24,61.56,2,0,2. 6.0 – 6.99,2. 50 – 64,4. 80 – 89,2. 50 – 64,3,4,Python; Power BI; Cloud; Cybersecurity
S0627,ME,5.93,64.07,86.71,75.99,3,2,1. < 6.0,2. 50 – 64,4. 80 – 89,3. 65 – 79,4,3,Python; DSA; Cybersecurity
S0628,CSE,7.89,71.54,94.96,72.44,2,2,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,5,2,Power BI; Cybersecurity
S0629,CSE,7.82,50.97,77.67,67.22,2,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,Python; Cybersecurity
S0630,CSE,7.56,75.78,85.1,64.97,1,0,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,4,3,Excel; Power BI; Cloud
S0631,CSE,7.85,86.95,77.36,80.35,1,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S0632,ECE,9.5,69.21,89.68,73.69,2,1,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S0633,EEE,6.22,54.64,72.32,83.15,0,2,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0634,ME,7.31,59.51,78.91,79.4,1,2,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0635,CSE,7.4,64.63,81.79,85.08,1,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,4. 80 – 89,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0636,ME,8.13,61.8,81.32,96.0,0,0,4. 8.0 – 8.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0637,IT,6.45,62.74,74.02,79.48,0,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,SQL; Cybersecurity
S0638,IT,8.32,71.96,82.16,77.34,0,3,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0639,ECE,7.89,84.87,68.44,74.55,0,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S0640,ECE,9.4,73.03,97.0,70.59,3,3,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,3. 65 – 79,2,5,Excel; Power BI; DSA; Cloud; Cybersecurity
S0641,ECE,6.58,89.34,49.54,95.73,5,0,2. 6.0 – 6.99,4. 80 – 89,1. < 50,5. 90 – 100,3,4,Python; Power BI; Cloud; Cybersecurity
S0642,CSE,6.2,74.81,52.15,73.64,1,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Power BI; DSA
S0643,ECE,6.56,61.42,61.19,67.36,2,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0644,CE,7.44,61.03,79.3,66.94,2,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Power BI; DSA; Cybersecurity
S0645,CSE,7.66,71.82,83.87,92.57,2,3,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,7,0,None
S0646,EEE,6.58,81.23,74.27,44.99,1,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,1. < 50,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0647,CSE,6.84,84.23,81.9,82.97,2,0,2. 6.0 – 6.99,4. 80 – 89,4. 80 – 89,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0648,CE,7.07,70.85,65.6,74.18,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S0649,ECE,5.63,62.34,59.65,70.86,3,0,1. < 6.0,2. 50 – 64,2. 50 – 64,3. 65 – 79,3,4,Excel; DSA; Cloud; Cybersecurity
S0650,ME,7.62,62.72,51.72,71.54,3,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,7,0,None
S0651,ME,7.88,76.89,68.93,68.48,3,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0652,CSE,7.38,74.63,54.63,82.85,1,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,6,1,Power BI
S0653,IT,5.68,76.34,64.22,78.84,2,1,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,6,1,Power BI
S0654,ECE,5.58,76.28,42.09,77.5,0,1,1. < 6.0,3. 65 – 79,1. < 50,3. 65 – 79,4,3,SQL; Cloud; Cybersecurity
S0655,ECE,6.81,49.45,89.6,60.7,2,0,2. 6.0 – 6.99,1. < 50,4. 80 – 89,2. 50 – 64,4,3,Excel; DSA; Cloud
S0656,CE,8.08,58.62,64.01,66.83,2,0,4. 8.0 – 8.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,3,4,Python; SQL; Power BI; Cybersecurity
S0657,ECE,7.85,65.06,84.02,59.61,2,0,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,6,1,Cybersecurity
S0658,CSE,4.86,63.77,60.76,66.0,2,0,1. < 6.0,2. 50 – 64,2. 50 – 64,3. 65 – 79,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0659,ECE,8.54,73.76,57.31,89.28,1,0,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,Excel; Cloud; Cybersecurity
S0660,ECE,7.01,77.6,63.36,93.01,3,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Excel; Cloud; Cybersecurity
S0661,ECE,6.08,76.51,66.56,74.48,2,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,7,0,None
S0662,ECE,7.07,70.07,68.35,80.82,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S0663,IT,7.09,85.13,57.49,96.0,3,0,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,5,2,Power BI; Cloud
S0664,CE,6.72,63.58,70.7,82.99,2,2,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0665,CE,5.21,74.29,49.2,96.0,4,0,1. < 6.0,3. 65 – 79,1. < 50,5. 90 – 100,3,4,Python; DSA; Cloud; Cybersecurity
S0666,ECE,7.1,63.4,54.76,53.72,2,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,2. 50 – 64,4,3,Excel; Power BI; Cybersecurity
S0667,CSE,7.28,78.65,63.61,74.83,1,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,Python; SQL; Power BI
S0668,CSE,6.71,62.65,57.27,65.0,0,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,4,3,Excel; Cloud; Cybersecurity
S0669,ME,6.19,87.15,79.75,96.0,2,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0670,CSE,9.73,87.18,84.47,67.14,1,0,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,3. 65 – 79,5,2,Cloud; Cybersecurity
S0671,IT,6.8,49.59,79.42,78.54,1,2,2. 6.0 – 6.99,1. < 50,3. 65 – 79,3. 65 – 79,3,4,SQL; Excel; Power BI; Cloud
S0672,IT,7.77,74.15,63.14,71.27,4,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,SQL; Power BI; Cloud
S0673,IT,6.07,64.03,59.27,70.77,1,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,5,2,SQL; Cloud
S0674,EEE,7.19,62.04,68.67,96.0,1,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,4,3,Excel; Power BI; DSA
S0675,CSE,8.39,75.42,76.81,77.99,2,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,SQL; Power BI; Cloud; Cybersecurity
S0676,IT,7.6,79.34,88.37,86.03,2,2,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,5,2,SQL; Power BI
S0677,EEE,8.01,91.92,76.88,96.0,5,2,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,6,1,Cloud
S0678,EEE,9.69,75.45,97.0,61.95,1,0,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,2. 50 – 64,6,1,Cloud
S0679,ME,9.16,75.62,72.32,76.7,2,0,5. 9.0 – 10.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,7,0,None
S0680,CSE,8.03,79.06,81.63,96.0,1,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0681,CSE,4.03,44.98,58.33,81.15,1,1,1. < 6.0,1. < 50,2. 50 – 64,4. 80 – 89,3,4,Power BI; DSA; Cloud; Cybersecurity
S0682,IT,6.91,68.64,70.19,96.0,2,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,4,3,SQL; Power BI; Cloud
S0683,CSE,7.48,63.71,67.75,62.85,0,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,4,3,Excel; Power BI; Cloud
S0684,CE,7.78,67.12,70.98,72.3,2,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S0685,CSE,7.55,82.52,54.89,92.01,2,1,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0686,IT,7.93,69.37,72.67,75.13,0,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,SQL
S0687,CSE,8.19,78.39,74.02,83.73,2,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S0688,CSE,8.21,69.0,69.76,93.73,1,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,7,0,None
S0689,CSE,7.79,59.29,81.19,46.69,1,1,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,1. < 50,5,2,Power BI; Cybersecurity
S0690,CSE,7.89,77.71,76.88,81.24,3,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,SQL; Power BI; Cloud; Cybersecurity
S0691,ME,7.08,65.31,61.9,62.22,2,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,3,4,Python; SQL; Cloud; Cybersecurity
S0692,EEE,7.84,89.32,77.66,90.5,2,3,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0693,ECE,6.0,78.6,63.1,96.0,6,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0694,ECE,6.86,66.18,83.88,66.68,2,1,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Power BI; DSA; Cybersecurity
S0695,ECE,7.87,72.75,85.6,86.05,4,2,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
